ACCOUNT,ACCOUNT (L0),ACCOUNT (L1),ACCOUNT (L2),ACCOUNT (L3),ACCOUNT (L4),ACCOUNT (L5),ACCOUNT_CRD_INDICATOR,ACCOUNT_PK
TPS Internal Recharges Projects,Total Cost,Directly Controllable Costs,Non Staff Costs,Others,Other Recharges,TPS Internal Recharges Projects,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Others;L4Other Recharges;L5TPS Internal Recharges Projects;
TPS Mark Up Passback,Total Cost,Directly Controllable Costs,Non Staff Costs,Others,Other Recharges,TPS Mark Up Passback,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Others;L4Other Recharges;L5TPS Mark Up Passback;
TPS Recharges,Total Cost,Service Charge,T&O BAU,Technology,TPS Recharges,TPS Recharges,FPNA,;L0Total Cost;L1Service Charge;L2T&O BAU;L3Technology;L4TPS Recharges;L5TPS Recharges;
TPS Services Charges,Total Cost,Service Charge,T&O BAU,Technology,TPS Services Charges,TPS Services Charges,FPNA,;L0Total Cost;L1Service Charge;L2T&O BAU;L3Technology;L4TPS Services Charges;L5TPS Services Charges;
TPS T&A,Total Cost,Service Charge,T&O BAU,Technology,TPS T&A,TPS T&A,FPNA,;L0Total Cost;L1Service Charge;L2T&O BAU;L3Technology;L4TPS T&A;L5TPS T&A;
TPS WRB,Total Cost,Service Charge,T&O BAU,Technology,TPS WRB,TPS WRB,FPNA,;L0Total Cost;L1Service Charge;L2T&O BAU;L3Technology;L4TPS WRB;L5TPS WRB;
TPS-Centre,Total Cost,Service Charge,T&O BAU,Technology,TPS-Centre,TPS-Centre,FPNA,;L0Total Cost;L1Service Charge;L2T&O BAU;L3Technology;L4TPS-Centre;L5TPS-Centre;
TTO Management,Total Cost,Service Charge,TTO,TTO Management,TTO Management,TTO Management,WRB,;L0Total Cost;L1Service Charge;L2TTO;L3TTO Management;L4TTO Management;L5TTO Management;
Tax,Tax,Tax,Tax,Tax,Tax,Tax,CIB,;L0Tax;L1Tax;L2Tax;L3Tax;L4Tax;L5Tax;
Tax,Tax,Tax,Tax,Tax,Tax,Tax,FPNA,;L0Tax;L1Tax;L2Tax;L3Tax;L4Tax;L5Tax;
Tech Production Support Recharge In,Total Cost,Incurred Cost,T&O Recharges,TPS & DCR Recharges,TPS,Tech Production Support Recharge In,CIB,;L0Total Cost;L1Incurred Cost;L2T&O Recharges;L3TPS & DCR Recharges;L4TPS;L5Tech Production Support Recharge In;
Tech Production Support Recharge Out,Total Cost,Incurred Cost,T&O Recharges,TPS & DCR Recharges,TPS,Tech Production Support Recharge Out,CIB,;L0Total Cost;L1Incurred Cost;L2T&O Recharges;L3TPS & DCR Recharges;L4TPS;L5Tech Production Support Recharge Out;
Tech Projects IC,Total Cost,Service Charge,T&O Projects,Tech Projects,Tech Projects IC,Tech Projects IC,FPNA,;L0Total Cost;L1Service Charge;L2T&O Projects;L3Tech Projects;L4Tech Projects IC;L5Tech Projects IC;
Tech Projects TC,Total Cost,Service Charge,T&O Projects,Tech Projects,Tech Projects TC,Tech Projects TC,FPNA,;L0Total Cost;L1Service Charge;L2T&O Projects;L3Tech Projects;L4Tech Projects TC;L5Tech Projects TC;
Temp/Contract Staff,Total Cost,Directly Controllable Costs,Staff Costs exc Bonus,Temp/Contract Staff,Temp/Contract Staff,Temp/Contract Staff,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Staff Costs exc Bonus;L3Temp/Contract Staff;L4Temp/Contract Staff;L5Temp/Contract Staff;
Temp/Contract Staff,Total Cost,Incurred Cost,Controllable Cost,Staff Costs exc Bonus,Temp/Contract Staff,Temp/Contract Staff,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Staff Costs exc Bonus;L4Temp/Contract Staff;L5Temp/Contract Staff;
Temp/Contract Staff,Total Cost,Incurred Cost,Direct Manageable Costs,Staff ex Bonus & Comm,Temp/Contract Staff,Temp/Contract Staff,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Staff ex Bonus & Comm;L4Temp/Contract Staff;L5Temp/Contract Staff;
Training,Total Cost,Directly Controllable Costs,Staff Costs exc Bonus,Other Staff Costs,Other Staff Costs,Training,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Staff Costs exc Bonus;L3Other Staff Costs;L4Other Staff Costs;L5Training;
Training,Total Cost,Incurred Cost,Controllable Cost,Training,Training,Training,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Training;L4Training;L5Training;
Training,Total Cost,Incurred Cost,Direct Manageable Costs,Staff ex Bonus & Comm,Training,Training,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Staff ex Bonus & Comm;L4Training;L5Training;
Transaction Fee,Income,Fee Income,Fee Income,Transaction Fee,Transaction Fee,Transaction Fee,CIB,;L0Income;L1Fee Income;L2Fee Income;L3Transaction Fee;L4Transaction Fee;L5Transaction Fee;
Transfer To Reserves,P&L Appropriation,P&L Appropriation,P&L Appropriation,Transfer To Reserves,Transfer To Reserves,Transfer To Reserves,WRB,;L0P&L Appropriation;L1P&L Appropriation;L2P&L Appropriation;L3Transfer To Reserves;L4Transfer To Reserves;L5Transfer To Reserves;
Transport Depreciation,Total Cost,Directly Controllable Costs,Non Staff Costs,Transport Depreciation,Transport Depreciation,Transport Depreciation,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Transport Depreciation;L4Transport Depreciation;L5Transport Depreciation;
Travel & Transport,Total Cost,Incurred Cost,Controllable Cost,Travel & Entertainment,Travel & Transport,Travel & Transport,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Travel & Entertainment;L4Travel & Transport;L5Travel & Transport;
Travel & Transport,Total Cost,Incurred Cost,Direct Manageable Costs,Travel & Entertainment,Travel & Transport,Travel & Transport,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Travel & Entertainment;L4Travel & Transport;L5Travel & Transport;
Travel and Entertainment,Total Cost,Directly Controllable Costs,Non Staff Costs,Travel and Entertainment,Travel and Entertainment,Travel and Entertainment,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Travel and Entertainment;L4Travel and Entertainment;L5Travel and Entertainment;
Treasury,Total Cost,Service Charge,Support Functions,GCFO,Treasury,Treasury,WRB,;L0Total Cost;L1Service Charge;L2Support Functions;L3GCFO;L4Treasury;L5Treasury;
Treasury bills & other eligible bills,Non-Group Assets,Funded Assets,Non-Grp Assets Other,Treasury bills & other eligible bills,Treasury bills & other eligible bills,Treasury bills & other eligible bills,FPNA,;L0Non-Group Assets;L1Funded Assets;L2Non-Grp Assets Other;L3Treasury bills & other eligible bills;L4Treasury bills & other eligible bills;L5Treasury bills & other eligible bills;
Utilities,Total Cost,Directly Controllable Costs,Non Staff Costs,Premises & Equipment,Premises,Utilities,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Premises & Equipment;L4Premises;L5Utilities;
Utilities,Total Cost,Incurred Cost,Controllable Cost,Premises,Utilities,Utilities,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Premises;L4Utilities;L5Utilities;
Ventures,Total Cost,Service Charge,Ventures,Ventures,Ventures,Ventures,WRB,;L0Total Cost;L1Service Charge;L2Ventures;L3Ventures;L4Ventures;L5Ventures;
WRB Analytics Operations,Total Cost,Intra WRB,WRB Mgt & Others,WRB Data & Analytics,WRB Analytics Operations,WRB Analytics Operations,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB Data & Analytics;L4WRB Analytics Operations;L5WRB Analytics Operations;
WRB Analytics Operations,Total Cost,Service Charge,WRB Mgt & Others,WRB Data & Analytics,WRB Analytics Operations,WRB Analytics Operations,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB Data & Analytics;L4WRB Analytics Operations;L5WRB Analytics Operations;
WRB CEO,Total Cost,Service Charge,CEO,CEO,CEO,WRB CEO,WRB,;L0Total Cost;L1Service Charge;L2CEO;L3CEO;L4CEO;L5WRB CEO;
WRB Cash Operations,Total Cost,Intra WRB,WRB Mgt & Others,WRB Cash Operations,WRB Cash Operations,WRB Cash Operations,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB Cash Operations;L4WRB Cash Operations;L5WRB Cash Operations;
WRB Cash Operations,Total Cost,Service Charge,WRB Mgt & Others,WRB Cash Operations,WRB Cash Operations,WRB Cash Operations,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB Cash Operations;L4WRB Cash Operations;L5WRB Cash Operations;
WRB Client Coverage,Total Cost,Intra WRB,WRB Mgt & Others,WRB Client Coverage,WRB Client Coverage,WRB Client Coverage,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB Client Coverage;L4WRB Client Coverage;L5WRB Client Coverage;
WRB Client Coverage,Total Cost,Service Charge,WRB Mgt & Others,WRB Client Coverage,WRB Client Coverage,WRB Client Coverage,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB Client Coverage;L4WRB Client Coverage;L5WRB Client Coverage;
WRB Collection & Recoveries,Total Cost,Service Charge,WRB Mgt & Others,WRB Collection & Recoveries,WRB Collection & Recoveries,WRB Collection & Recoveries,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB Collection & Recoveries;L4WRB Collection & Recoveries;L5WRB Collection & Recoveries;
WRB DB Internet & Mobile,Total Cost,Intra WRB,WRB Mgt & Others,WRB Digital Banking Managed,WRB Digital Banking,WRB DB Internet & Mobile,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB Digital Banking Managed;L4WRB Digital Banking;L5WRB DB Internet & Mobile;
WRB DB Internet & Mobile,Total Cost,Service Charge,WRB Mgt & Others,WRB Digital Banking Managed,WRB Digital Banking,WRB DB Internet & Mobile,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB Digital Banking Managed;L4WRB Digital Banking;L5WRB DB Internet & Mobile;
WRB Digital Banking GBS,Total Cost,Intra WRB,WRB Mgt & Others,WRB Digital Banking Managed,WRB Digital Banking,WRB Digital Banking GBS,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB Digital Banking Managed;L4WRB Digital Banking;L5WRB Digital Banking GBS;
WRB Digital Banking GBS,Total Cost,Service Charge,WRB Mgt & Others,WRB Digital Banking Managed,WRB Digital Banking,WRB Digital Banking GBS,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB Digital Banking Managed;L4WRB Digital Banking;L5WRB Digital Banking GBS;
WRB Digital Banking Mgt,Total Cost,Intra WRB,WRB Mgt & Others,WRB Digital Banking Managed,WRB Digital Banking,WRB Digital Banking Mgt,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB Digital Banking Managed;L4WRB Digital Banking;L5WRB Digital Banking Mgt;
WRB Digital Banking Mgt,Total Cost,Service Charge,WRB Mgt & Others,WRB Digital Banking Managed,WRB Digital Banking,WRB Digital Banking Mgt,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB Digital Banking Managed;L4WRB Digital Banking;L5WRB Digital Banking Mgt;
WRB Digital Banking Mgt Grp Proj,Total Cost,Intra WRB,WRB Mgt & Others,WRB Digital Banking Managed,WRB Digital Banking,WRB Digital Banking Mgt Grp Proj,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB Digital Banking Managed;L4WRB Digital Banking;L5WRB Digital Banking Mgt Grp Proj;
WRB Digital Banking Mgt Grp Proj,Total Cost,Service Charge,WRB Mgt & Others,WRB Digital Banking Managed,WRB Digital Banking,WRB Digital Banking Mgt Grp Proj,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB Digital Banking Managed;L4WRB Digital Banking;L5WRB Digital Banking Mgt Grp Proj;
WRB M&S Transformation Office,Total Cost,Intra WRB,WRB Mgt & Others,WRB Management & Support,WRB M&S Transformation Office,WRB M&S Transformation Office,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB Management & Support;L4WRB M&S Transformation Office;L5WRB M&S Transformation Office;
WRB M&S Transformation Office,Total Cost,Service Charge,WRB Mgt & Others,WRB Management & Support,WRB M&S Transformation Office,WRB M&S Transformation Office,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB Management & Support;L4WRB M&S Transformation Office;L5WRB M&S Transformation Office;
WRB Marketing,Total Cost,Intra WRB,WRB Mgt & Others,WRB Management & Support,WRB Marketing,WRB Marketing,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB Management & Support;L4WRB Marketing;L5WRB Marketing;
WRB Marketing,Total Cost,Service Charge,WRB Mgt & Others,WRB Management & Support,WRB Marketing,WRB Marketing,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB Management & Support;L4WRB Marketing;L5WRB Marketing;
WRB Mgt & Support,Total Cost,Intra WRB,WRB Mgt & Others,WRB Management & Support,WRB Mgt & Support,WRB Mgt & Support,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB Management & Support;L4WRB Mgt & Support;L5WRB Mgt & Support;
WRB Mgt & Support,Total Cost,Service Charge,WRB Mgt & Others,WRB Management & Support,WRB Mgt & Support,WRB Mgt & Support,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB Management & Support;L4WRB Mgt & Support;L5WRB Mgt & Support;
WRB Ops,Total Cost,Service Charge,T&O BAU,Operations,WRB Ops,WRB Ops,FPNA,;L0Total Cost;L1Service Charge;L2T&O BAU;L3Operations;L4WRB Ops;L5WRB Ops;
WRB Ops,Total Cost,Service Charge,T&O Projects,Ops Projects,WRB Ops,WRB Ops,FPNA,;L0Total Cost;L1Service Charge;L2T&O Projects;L3Ops Projects;L4WRB Ops;L5WRB Ops;
WRB Seg Analytics,Total Cost,Intra WRB,WRB Mgt & Others,WRB Data & Analytics,WRB Seg Analytics,WRB Seg Analytics,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB Data & Analytics;L4WRB Seg Analytics;L5WRB Seg Analytics;
WRB Seg Analytics,Total Cost,Service Charge,WRB Mgt & Others,WRB Data & Analytics,WRB Seg Analytics,WRB Seg Analytics,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB Data & Analytics;L4WRB Seg Analytics;L5WRB Seg Analytics;
WRB Seg Analytics GBS,Total Cost,Intra WRB,WRB Mgt & Others,WRB Data & Analytics,WRB Seg Analytics GBS,WRB Seg Analytics GBS,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB Data & Analytics;L4WRB Seg Analytics GBS;L5WRB Seg Analytics GBS;
WRB Seg Analytics GBS,Total Cost,Service Charge,WRB Mgt & Others,WRB Data & Analytics,WRB Seg Analytics GBS,WRB Seg Analytics GBS,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB Data & Analytics;L4WRB Seg Analytics GBS;L5WRB Seg Analytics GBS;
WRB Seg Analytics Grp Proj,Total Cost,Intra WRB,WRB Mgt & Others,WRB Data & Analytics,WRB Seg Analytics,WRB Seg Analytics Grp Proj,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB Data & Analytics;L4WRB Seg Analytics;L5WRB Seg Analytics Grp Proj;
WRB Seg Analytics Grp Proj,Total Cost,Service Charge,WRB Mgt & Others,WRB Data & Analytics,WRB Seg Analytics,WRB Seg Analytics Grp Proj,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB Data & Analytics;L4WRB Seg Analytics;L5WRB Seg Analytics Grp Proj;
WRB Strat Bus Enablement,Total Cost,Intra WRB,WRB Mgt & Others,WRB TSI and SBE,WRB Strat Bus Enablement,WRB Strat Bus Enablement,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB TSI and SBE;L4WRB Strat Bus Enablement;L5WRB Strat Bus Enablement;
WRB Strat Bus Enablement,Total Cost,Service Charge,WRB Mgt & Others,WRB TSI and SBE,WRB Strat Bus Enablement,WRB Strat Bus Enablement,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB TSI and SBE;L4WRB Strat Bus Enablement;L5WRB Strat Bus Enablement;
WRB Trade Operations,Total Cost,Intra WRB,WRB Mgt & Others,WRB Trade Operations,WRB Trade Operations,WRB Trade Operations,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB Trade Operations;L4WRB Trade Operations;L5WRB Trade Operations;
WRB Trade Operations,Total Cost,Service Charge,WRB Mgt & Others,WRB Trade Operations,WRB Trade Operations,WRB Trade Operations,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB Trade Operations;L4WRB Trade Operations;L5WRB Trade Operations;
WRB Transf & Strategic Initiatives,Total Cost,Intra WRB,WRB Mgt & Others,WRB TSI and SBE,WRB Transf & Strat Initiatives,WRB Transf & Strategic Initiatives,WRB,;L0Total Cost;L1Intra WRB;L2WRB Mgt & Others;L3WRB TSI and SBE;L4WRB Transf & Strat Initiatives;L5WRB Transf & Strategic Initiatives;
WRB Transf & Strategic Initiatives,Total Cost,Service Charge,WRB Mgt & Others,WRB TSI and SBE,WRB Transf & Strat Initiatives,WRB Transf & Strategic Initiatives,WRB,;L0Total Cost;L1Service Charge;L2WRB Mgt & Others;L3WRB TSI and SBE;L4WRB Transf & Strat Initiatives;L5WRB Transf & Strategic Initiatives;
WS Banca Product Mgt,Total Cost,Intra WRB,Wealth Solutions,WS Products,WS Bancassurance,WS Banca Product Mgt,WRB,;L0Total Cost;L1Intra WRB;L2Wealth Solutions;L3WS Products;L4WS Bancassurance;L5WS Banca Product Mgt;
WS Banca Product Mgt,Total Cost,Service Charge,Wealth Solutions,WS Products,WS Bancassurance,WS Banca Product Mgt,WRB,;L0Total Cost;L1Service Charge;L2Wealth Solutions;L3WS Products;L4WS Bancassurance;L5WS Banca Product Mgt;
WS Biz Rechg Bancassurance,Total Cost,Intra WRB,Wealth Solutions,WS Others,WS Global Biz Recharge,WS Biz Rechg Bancassurance,WRB,;L0Total Cost;L1Intra WRB;L2Wealth Solutions;L3WS Others;L4WS Global Biz Recharge;L5WS Biz Rechg Bancassurance;
WS Biz Rechg Bancassurance,Total Cost,Service Charge,Wealth Solutions,WS Others,WS Global Biz Recharge,WS Biz Rechg Bancassurance,WRB,;L0Total Cost;L1Service Charge;L2Wealth Solutions;L3WS Others;L4WS Global Biz Recharge;L5WS Biz Rechg Bancassurance;
WS Biz Rechg Managed Invest,Total Cost,Service Charge,Wealth Solutions,WS Others,WS Global Biz Recharge,WS Biz Rechg Managed Invest,WRB,;L0Total Cost;L1Service Charge;L2Wealth Solutions;L3WS Others;L4WS Global Biz Recharge;L5WS Biz Rechg Managed Invest;
WS Biz Rechg Other Wealth Mgt,Total Cost,Intra WRB,Wealth Solutions,WS Others,WS Global Biz Recharge,WS Biz Rechg Other Wealth Mgt,WRB,;L0Total Cost;L1Intra WRB;L2Wealth Solutions;L3WS Others;L4WS Global Biz Recharge;L5WS Biz Rechg Other Wealth Mgt;
WS Biz Rechg Other Wealth Mgt,Total Cost,Service Charge,Wealth Solutions,WS Others,WS Global Biz Recharge,WS Biz Rechg Other Wealth Mgt,WRB,;L0Total Cost;L1Service Charge;L2Wealth Solutions;L3WS Others;L4WS Global Biz Recharge;L5WS Biz Rechg Other Wealth Mgt;
WS COO Recharge,Total Cost,Service Charge,Wealth Solutions,WS Ops,WS COO Recharge,WS COO Recharge,WRB,;L0Total Cost;L1Service Charge;L2Wealth Solutions;L3WS Ops;L4WS COO Recharge;L5WS COO Recharge;
WS Chief Investments Officer,Total Cost,Intra WRB,Wealth Solutions,WS Others,WS Chief Investments Officer,WS Chief Investments Officer,WRB,;L0Total Cost;L1Intra WRB;L2Wealth Solutions;L3WS Others;L4WS Chief Investments Officer;L5WS Chief Investments Officer;
WS Chief Investments Officer,Total Cost,Service Charge,Wealth Solutions,WS Others,WS Chief Investments Officer,WS Chief Investments Officer,WRB,;L0Total Cost;L1Service Charge;L2Wealth Solutions;L3WS Others;L4WS Chief Investments Officer;L5WS Chief Investments Officer;
WS Commercial Sales Team,Total Cost,Intra WRB,Wealth Solutions,WS Products,WS Bancassurance,WS Commercial Sales Team,WRB,;L0Total Cost;L1Intra WRB;L2Wealth Solutions;L3WS Products;L4WS Bancassurance;L5WS Commercial Sales Team;
WS Commercial Sales Team,Total Cost,Service Charge,Wealth Solutions,WS Products,WS Bancassurance,WS Commercial Sales Team,WRB,;L0Total Cost;L1Service Charge;L2Wealth Solutions;L3WS Products;L4WS Bancassurance;L5WS Commercial Sales Team;
WS Commercial Treasury Services,Total Cost,Intra WRB,Wealth Solutions,WS Products,WS Capital Mkts Products & Sales,WS Commercial Treasury Services,WRB,;L0Total Cost;L1Intra WRB;L2Wealth Solutions;L3WS Products;L4WS Capital Mkts Products & Sales;L5WS Commercial Treasury Services;
WS Commercial Treasury Services,Total Cost,Service Charge,Wealth Solutions,WS Products,WS Capital Mkts Products & Sales,WS Commercial Treasury Services,WRB,;L0Total Cost;L1Service Charge;L2Wealth Solutions;L3WS Products;L4WS Capital Mkts Products & Sales;L5WS Commercial Treasury Services;
WS Discretionary Portfolio Mgt,Total Cost,Intra WRB,Wealth Solutions,WS Products,WS Managed Investment,WS Discretionary Portfolio Mgt,WRB,;L0Total Cost;L1Intra WRB;L2Wealth Solutions;L3WS Products;L4WS Managed Investment;L5WS Discretionary Portfolio Mgt;
WS Discretionary Portfolio Mgt,Total Cost,Service Charge,Wealth Solutions,WS Products,WS Managed Investment,WS Discretionary Portfolio Mgt,WRB,;L0Total Cost;L1Service Charge;L2Wealth Solutions;L3WS Products;L4WS Managed Investment;L5WS Discretionary Portfolio Mgt;
WS Enhancement Projects,Total Cost,Intra WRB,Wealth Solutions,WS Projects,WS Enhancement Projects,WS Enhancement Projects,WRB,;L0Total Cost;L1Intra WRB;L2Wealth Solutions;L3WS Projects;L4WS Enhancement Projects;L5WS Enhancement Projects;
WS Enhancement Projects,Total Cost,Service Charge,Wealth Solutions,WS Projects,WS Enhancement Projects,WS Enhancement Projects,WRB,;L0Total Cost;L1Service Charge;L2Wealth Solutions;L3WS Projects;L4WS Enhancement Projects;L5WS Enhancement Projects;
WS Equities Direct Access,Total Cost,Intra WRB,Wealth Solutions,WS Products,WS Capital Mkts Products & Sales,WS Equities Direct Access,WRB,;L0Total Cost;L1Intra WRB;L2Wealth Solutions;L3WS Products;L4WS Capital Mkts Products & Sales;L5WS Equities Direct Access;
WS Equities Direct Access,Total Cost,Service Charge,Wealth Solutions,WS Products,WS Capital Mkts Products & Sales,WS Equities Direct Access,WRB,;L0Total Cost;L1Service Charge;L2Wealth Solutions;L3WS Products;L4WS Capital Mkts Products & Sales;L5WS Equities Direct Access;
WS Group Projects,Total Cost,Intra WRB,Wealth Solutions,WS Projects,WS Group Projects,WS Group Projects,WRB,;L0Total Cost;L1Intra WRB;L2Wealth Solutions;L3WS Projects;L4WS Group Projects;L5WS Group Projects;
WS Group Projects,Total Cost,Service Charge,Wealth Solutions,WS Projects,WS Group Projects,WS Group Projects,WRB,;L0Total Cost;L1Service Charge;L2Wealth Solutions;L3WS Projects;L4WS Group Projects;L5WS Group Projects;
